force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
Metropolitan Police Service,E01002612,Hounslow 024E,1011,351,1,0.043,30.80
Metropolitan Police Service,E01002964,Kingston upon Thames 005A,1011,351,1,0.043,30.85
Metropolitan Police Service,E01035707,Camden 015F,1003,353,1,0.043,30.89
Metropolitan Police Service,E01002072,Haringey 025D,1002,354,1,0.043,30.93
Metropolitan Police Service,E01002446,Hillingdon 031B,1002,354,1,0.043,30.98
Metropolitan Police Service,E01004444,Waltham Forest 017D,999,356,1,0.043,31.02
Metropolitan Police Service,E01003570,Newham 008C,998,357,1,0.043,31.06
Metropolitan Police Service,E01033208,Lambeth 004G,998,357,1,0.043,31.10
Metropolitan Police Service,E01003515,Newham 036D,997,359,1,0.043,31.15
Metropolitan Police Service,E01000144,Barnet 038C,996,360,1,0.042,31.19
Metropolitan Police Service,E01001172,Croydon 028D,996,360,1,0.042,31.23
Metropolitan Police Service,E01002902,Kensington and Chelsea 018D,992,362,1,0.042,31.27
Metropolitan Police Service,E01002707,Islington 022B,991,363,1,0.042,31.32
Metropolitan Police Service,E01001359,Ealing 026A,990,364,1,0.042,31.36
Metropolitan Police Service,E01001716,Hackney 007B,990,364,1,0.042,31.40
Metropolitan Police Service,E01001839,Hackney 023C,990,364,1,0.042,31.44
Metropolitan Police Service,E01000523,Brent 031A,989,367,1,0.042,31.48
Metropolitan Police Service,E01004023,Southwark 004D,989,367,1,0.042,31.53
Metropolitan Police Service,E01003014,Lambeth 036B,988,369,1,0.042,31.57
Metropolitan Police Service,E01003299,Lewisham 003B,988,369,1,0.042,31.61
Metropolitan Police Service,E01000508,Brent 025A,987,371,1,0.042,31.65
Metropolitan Police Service,E01034612,Hillingdon 027I,987,371,1,0.042,31.70
Metropolitan Police Service,E01033926,Enfield 014E,985,373,1,0.042,31.74
Metropolitan Police Service,E01001946,Hammersmith and Fulham 004D,984,374,1,0.042,31.78
Metropolitan Police Service,E01033727,Greenwich 035B,984,374,1,0.042,31.82
Metropolitan Police Service,E01003090,Lambeth 012D,983,376,1,0.042,31.86
Metropolitan Police Service,E01004681,Westminster 016A,983,376,1,0.042,31.91
Metropolitan Police Service,E01033030,Hounslow 025G,983,376,1,0.042,31.95
Metropolitan Police Service,E01003193,Lewisham 029A,980,379,1,0.042,31.99
Metropolitan Police Service,E01004219,Tower Hamlets 035B,980,379,1,0.042,32.03
Metropolitan Police Service,E01002022,Haringey 021B,979,381,1,0.042,32.07
Metropolitan Police Service,E01032574,Enfield 037E,979,381,1,0.042,32.11
Metropolitan Police Service,E01003535,Newham 023A,977,383,1,0.042,32.16
Metropolitan Police Service,E01035664,Tower Hamlets 006E,977,383,1,0.042,32.20
Metropolitan Police Service,E01001389,Ealing 028F,976,385,1,0.042,32.24
Metropolitan Police Service,E01032740,City of London 001G,976,385,1,0.042,32.28
Metropolitan Police Service,E01004715,Westminster 013A,975,387,1,0.042,32.32
Metropolitan Police Service,E01002058,Haringey 031D,974,388,1,0.042,32.36
Metropolitan Police Service,E01001830,Hackney 014C,973,389,1,0.042,32.41
Metropolitan Police Service,E01003578,Newham 003A,971,390,1,0.041,32.45
Metropolitan Police Service,E01003645,Redbridge 017D,971,390,1,0.041,32.49
Metropolitan Police Service,E01002987,Kingston upon Thames 011B,970,392,1,0.041,32.53
Metropolitan Police Service,E01000963,Camden 017C,969,393,1,0.041,32.57
Metropolitan Police Service,E01002906,Kensington and Chelsea 002C,969,393,1,0.041,32.61
Metropolitan Police Service,E01001953,Hammersmith and Fulham 021F,966,395,1,0.041,32.65
Metropolitan Police Service,E01004326,Tower Hamlets 017D,965,396,1,0.041,32.69
Metropolitan Police Service,E01004460,Waltham Forest 011D,965,396,1,0.041,32.74
Metropolitan Police Service,E01003324,Lewisham 020E,963,398,1,0.041,32.78
Metropolitan Police Service,E01004702,Westminster 009E,962,399,1,0.041,32.82
Metropolitan Police Service,E01004691,Westminster 019E,961,400,1,0.041,32.86
Metropolitan Police Service,E01001813,Hackney 002E,959,401,1,0.041,32.90
Metropolitan Police Service,E01003701,Redbridge 006D,959,401,1,0.041,32.94
Metropolitan Police Service,E01000521,Brent 025B,958,403,1,0.041,32.98
Metropolitan Police Service,E01004259,Tower Hamlets 007A,958,403,1,0.041,33.02
Metropolitan Police Service,E01032772,Tower Hamlets 032C,956,405,1,0.041,33.06
Metropolitan Police Service,E01001777,Hackney 033A,954,406,1,0.041,33.10
Metropolitan Police Service,E01003131,Lambeth 026B,954,406,1,0.041,33.14
Metropolitan Police Service,E01035495,Wandsworth 018F,954,406,1,0.041,33.19
Metropolitan Police Service,E01002830,Kensington and Chelsea 004B,952,409,1,0.041,33.23
Metropolitan Police Service,E01000221,Barnet 039B,951,410,1,0.041,33.27
Metropolitan Police Service,E01000146,Barnet 038D,949,411,1,0.040,33.31
Metropolitan Police Service,E01001696,Greenwich 011B,949,411,1,0.040,33.35
Metropolitan Police Service,E01001337,Ealing 029D,947,413,1,0.040,33.39
Metropolitan Police Service,E01003729,Redbridge 032B,947,413,1,0.040,33.43
Metropolitan Police Service,E01001780,Hackney 032D,946,415,1,0.040,33.47
Metropolitan Police Service,E01000921,Camden 003C,943,416,1,0.040,33.51
Metropolitan Police Service,E01001388,Ealing 028E,941,417,1,0.040,33.55
Metropolitan Police Service,E01001615,Greenwich 028C,941,417,1,0.040,33.59
Metropolitan Police Service,E01035668,Tower Hamlets 009E,940,419,1,0.040,33.63
Metropolitan Police Service,E01000955,Camden 022D,939,420,1,0.040,33.67
Metropolitan Police Service,E01003566,Newham 014D,939,420,1,0.040,33.71
Metropolitan Police Service,E01001183,Croydon 011E,938,422,1,0.040,33.75
Metropolitan Police Service,E01001846,Hackney 018A,937,423,1,0.040,33.79
Metropolitan Police Service,E01000457,Bexley 026D,934,424,1,0.040,33.83
Metropolitan Police Service,E01002105,Haringey 007D,934,424,1,0.040,33.87
Metropolitan Police Service,E01000630,Brent 026E,933,426,1,0.040,33.91
Metropolitan Police Service,E01004244,Tower Hamlets 020B,929,427,1,0.040,33.95
Metropolitan Police Service,E01004695,Westminster 017C,929,427,1,0.040,33.99
Metropolitan Police Service,E01034033,Hounslow 006H,928,429,1,0.040,34.03
Metropolitan Police Service,E01002693,Hounslow 029D,927,430,1,0.040,34.07
Metropolitan Police Service,E01003489,Newham 019B,927,430,1,0.040,34.11
Metropolitan Police Service,E01002056,Haringey 032C,926,432,1,0.040,34.15
Metropolitan Police Service,E01003922,Southwark 021D,926,432,1,0.040,34.19
Metropolitan Police Service,E01000856,Camden 019A,925,434,1,0.039,34.23
Metropolitan Police Service,E01000861,Camden 019B,924,435,1,0.039,34.26
Metropolitan Police Service,E01000960,Camden 017A,924,435,1,0.039,34.30
Metropolitan Police Service,E01033084,Hounslow 018G,923,437,1,0.039,34.34
Metropolitan Police Service,E01001844,Hackney 022D,921,438,1,0.039,34.38
Metropolitan Police Service,E01032767,Tower Hamlets 021F,916,439,1,0.039,34.42
Metropolitan Police Service,E01002037,Haringey 002B,913,440,1,0.039,34.46
Metropolitan Police Service,E01003988,Southwark 018B,913,440,1,0.039,34.50
Metropolitan Police Service,E01033791,Bexley 019G,913,440,1,0.039,34.54
Metropolitan Police Service,E01000862,Camden 018E,912,443,1,0.039,34.58
Metropolitan Police Service,E01003559,Newham 009D,912,443,1,0.039,34.62
Metropolitan Police Service,E01003603,Newham 028B,912,443,1,0.039,34.66
Metropolitan Police Service,E01001979,Haringey 011D,911,446,1,0.039,34.69
Metropolitan Police Service,E01004212,Tower Hamlets 011D,911,446,1,0.039,34.73
Metropolitan Police Service,E01034616,Hillingdon 030F,911,446,1,0.039,34.77
Metropolitan Police Service,E01000769,Bromley 024A,910,449,1,0.039,34.81
Metropolitan Police Service,E01003961,Southwark 012B,910,449,1,0.039,34.85
Metropolitan Police Service,E01000883,Camden 008C,908,451,1,0.039,34.89
Metropolitan Police Service,E01035651,Islington 007E,906,452,1,0.039,34.93
Metropolitan Police Service,E01003215,Lewisham 005E,903,453,1,0.039,34.97
Metropolitan Police Service,E01000677,Bromley 018C,902,454,1,0.038,35.00
Metropolitan Police Service,E01001894,Hammersmith and Fulham 013B,901,455,1,0.038,35.04
Metropolitan Police Service,E01004040,Southwark 013C,901,455,1,0.038,35.08
Metropolitan Police Service,E01001445,Enfield 003B,898,457,1,0.038,35.12
Metropolitan Police Service,E01004062,Southwark 025B,898,457,1,0.038,35.16
Metropolitan Police Service,E01000615,Brent 036A,897,459,1,0.038,35.20
Metropolitan Police Service,E01000930,Camden 020B,897,459,1,0.038,35.23
Metropolitan Police Service,E01002443,Hillingdon 032A,894,461,1,0.038,35.27
Metropolitan Police Service,E01035491,Wandsworth 010I,894,461,1,0.038,35.31
Metropolitan Police Service,E01004440,Waltham Forest 024D,893,463,1,0.038,35.35
Metropolitan Police Service,E01000922,Camden 007E,891,464,1,0.038,35.39
Metropolitan Police Service,E01034617,Hillingdon 030G,890,465,1,0.038,35.42
Metropolitan Police Service,E01000933,Camden 020C,889,466,1,0.038,35.46
Metropolitan Police Service,E01000743,Bromley 009A,886,467,1,0.038,35.50
Metropolitan Police Service,E01002912,Kensington and Chelsea 020E,885,468,1,0.038,35.54
Metropolitan Police Service,E01004232,Tower Hamlets 003C,885,468,1,0.038,35.58
Metropolitan Police Service,E01003353,Lewisham 030E,884,470,1,0.038,35.61
Metropolitan Police Service,E01033880,Southwark 015H,884,470,1,0.038,35.65
Metropolitan Police Service,E01004747,Westminster 021E,882,472,1,0.038,35.69
Metropolitan Police Service,E01034217,Newham 038E,881,473,1,0.038,35.73
Metropolitan Police Service,E01000920,Camden 027D,880,474,1,0.038,35.76
Metropolitan Police Service,E01001733,Hackney 015A,879,475,1,0.037,35.80
Metropolitan Police Service,E01002791,Islington 016E,879,475,1,0.037,35.84
Metropolitan Police Service,E01033457,Brent 035A,878,477,1,0.037,35.88
Metropolitan Police Service,E01000316,Barnet 027E,877,478,1,0.037,35.91
Metropolitan Police Service,E01001673,Greenwich 006B,877,478,1,0.037,35.95
Metropolitan Police Service,E01000895,Camden 002C,870,480,1,0.037,35.99
Metropolitan Police Service,E01033875,Southwark 012G,870,480,1,0.037,36.03
Metropolitan Police Service,E01000008,Barking and Dagenham 015B,868,482,1,0.037,36.06
Metropolitan Police Service,E01000643,Brent 024D,866,483,1,0.037,36.10
Metropolitan Police Service,E01001646,Greenwich 019A,866,483,1,0.037,36.14
Metropolitan Police Service,E01000477,Brent 026D,865,485,1,0.037,36.17
Metropolitan Police Service,E01003196,Lewisham 029D,865,485,1,0.037,36.21
Metropolitan Police Service,E01004424,Waltham Forest 022B,864,487,1,0.037,36.25
Metropolitan Police Service,E01001688,Greenwich 002B,863,488,1,0.037,36.28
Metropolitan Police Service,E01033603,Westminster 009I,863,488,1,0.037,36.32
Metropolitan Police Service,E01034042,Hounslow 030A,861,490,1,0.037,36.36
Metropolitan Police Service,E01003666,Redbridge 038B,860,491,1,0.037,36.39
Metropolitan Police Service,E01004654,Westminster 014B,860,491,1,0.037,36.43
Metropolitan Police Service,E01035669,Tower Hamlets 009F,860,491,1,0.037,36.47
Metropolitan Police Service,E01001876,Hammersmith and Fulham 001C,859,494,1,0.037,36.50
Metropolitan Police Service,E01002740,Islington 013B,858,495,1,0.037,36.54
Metropolitan Police Service,E01004247,Tower Hamlets 020C,858,495,1,0.037,36.58
Metropolitan Police Service,E01002160,Harrow 021B,857,497,1,0.037,36.61
Metropolitan Police Service,E01003203,Lewisham 009D,857,497,1,0.037,36.65
Metropolitan Police Service,E01001425,Enfield 027B,856,499,1,0.037,36.69
Metropolitan Police Service,E01001920,Hammersmith and Fulham 020A,853,500,2,0.036,36.72
Metropolitan Police Service,E01001468,Enfield 010B,851,501,2,0.036,36.76
Metropolitan Police Service,E01003032,Lambeth 017B,851,501,2,0.036,36.80
Metropolitan Police Service,E01003039,Lambeth 013C,851,501,2,0.036,36.83
Metropolitan Police Service,E01034222,Newham 040A,849,504,2,0.036,36.87
Metropolitan Police Service,E01004755,Westminster 010B,848,505,2,0.036,36.90
Metropolitan Police Service,E01001891,Hammersmith and Fulham 018B,847,506,2,0.036,36.94
Metropolitan Police Service,E01003980,Southwark 013A,847,506,2,0.036,36.98
Metropolitan Police Service,E01001881,Hammersmith and Fulham 017B,846,508,2,0.036,37.01
Metropolitan Police Service,E01002073,Haringey 024D,844,509,2,0.036,37.05
Metropolitan Police Service,E01001676,Greenwich 033C,843,510,2,0.036,37.08
Metropolitan Police Service,E01034040,Hounslow 018H,843,510,2,0.036,37.12
Metropolitan Police Service,E01000580,Brent 032B,841,512,2,0.036,37.16
Metropolitan Police Service,E01001644,Greenwich 038D,840,513,2,0.036,37.19
Metropolitan Police Service,E01000843,Camden 014A,838,514,2,0.036,37.23
Metropolitan Police Service,E01003114,Lambeth 032B,838,514,2,0.036,37.26
Metropolitan Police Service,E01032579,Lewisham 039E,838,514,2,0.036,37.30
Metropolitan Police Service,E01004310,Tower Hamlets 015E,837,517,2,0.036,37.34
Metropolitan Police Service,E01003913,Southwark 024A,835,518,2,0.036,37.37
Metropolitan Police Service,E01004698,Westminster 017E,835,518,2,0.036,37.41
Metropolitan Police Service,E01000490,Brent 023A,834,520,2,0.036,37.44
Metropolitan Police Service,E01002038,Haringey 037B,833,521,2,0.036,37.48
Metropolitan Police Service,E01000556,Brent 015D,830,522,2,0.035,37.51
Metropolitan Police Service,E01004010,Southwark 022D,830,522,2,0.035,37.55
Metropolitan Police Service,E01001136,Croydon 007A,829,524,2,0.035,37.58
Metropolitan Police Service,E01002732,Islington 005A,829,524,2,0.035,37.62
Metropolitan Police Service,E01004207,Tower Hamlets 011A,829,524,2,0.035,37.65
Metropolitan Police Service,E01004313,Tower Hamlets 009B,828,527,2,0.035,37.69
Metropolitan Police Service,E01003018,Lambeth 020A,827,528,2,0.035,37.73
Metropolitan Police Service,E01034598,Harrow 023H,825,529,2,0.035,37.76
Metropolitan Police Service,E01000799,Bromley 004A,824,530,2,0.035,37.80
Metropolitan Police Service,E01002889,Kensington and Chelsea 010B,824,530,2,0.035,37.83
Metropolitan Police Service,E01002565,Hounslow 006B,822,532,2,0.035,37.87
Metropolitan Police Service,E01035660,Tower Hamlets 002E,822,532,2,0.035,37.90
Metropolitan Police Service,E01003200,Lewisham 009B,821,534,2,0.035,37.94
Metropolitan Police Service,E01002701,Islington 023A,820,535,2,0.035,37.97
Metropolitan Police Service,E01001722,Hackney 029A,818,536,2,0.035,38.01
Metropolitan Police Service,E01002708,Islington 015A,818,536,2,0.035,38.04
Metropolitan Police Service,E01000591,Brent 003F,817,538,2,0.035,38.08
Metropolitan Police Service,E01004591,Wandsworth 005C,817,538,2,0.035,38.11
Metropolitan Police Service,E01003553,Newham 009B,816,540,2,0.035,38.15
Metropolitan Police Service,E01002150,Harrow 006C,815,541,2,0.035,38.18
Metropolitan Police Service,E01003096,Lambeth 010D,815,541,2,0.035,38.21
Metropolitan Police Service,E01000928,Camden 003E,814,543,2,0.035,38.25
Metropolitan Police Service,E01003558,Newham 008B,813,544,2,0.035,38.28
Metropolitan Police Service,E01000589,Brent 001B,812,545,2,0.035,38.32
Metropolitan Police Service,E01002851,Kensington and Chelsea 015D,812,545,2,0.035,38.35
Metropolitan Police Service,E01003486,Newham 033C,811,547,2,0.035,38.39
Metropolitan Police Service,E01003587,Newham 004C,811,547,2,0.035,38.42
Metropolitan Police Service,E01001011,Croydon 019E,810,549,2,0.035,38.46
Metropolitan Police Service,E01003054,Lambeth 015C,810,549,2,0.035,38.49
Metropolitan Police Service,E01002248,Havering 017C,809,551,2,0.035,38.53
Metropolitan Police Service,E01002678,Hounslow 009B,807,552,2,0.034,38.56
Metropolitan Police Service,E01034198,Greenwich 042C,807,552,2,0.034,38.60
Metropolitan Police Service,E01001750,Hackney 031D,805,554,2,0.034,38.63
Metropolitan Police Service,E01004234,Tower Hamlets 003E,805,554,2,0.034,38.66
Metropolitan Police Service,E01000958,Camden 019D,804,556,2,0.034,38.70
Metropolitan Police Service,E01002350,Havering 016B,802,557,2,0.034,38.73
Metropolitan Police Service,E01033918,Barnet 042D,800,558,2,0.034,38.77
Metropolitan Police Service,E01003207,Lewisham 005A,799,559,2,0.034,38.80
Metropolitan Police Service,E01001023,Croydon 041C,798,560,2,0.034,38.83
Metropolitan Police Service,E01003052,Lambeth 016C,798,560,2,0.034,38.87
Metropolitan Police Service,E01003556,Newham 008A,797,562,2,0.034,38.90
Metropolitan Police Service,E01032646,Southwark 036B,797,562,2,0.034,38.94
Metropolitan Police Service,E01034581,Merton 005G,796,564,2,0.034,38.97
Metropolitan Police Service,E01032512,Westminster 010F,795,565,2,0.034,39.00
Metropolitan Police Service,E01035717,Westminster 014H,795,565,2,0.034,39.04
Metropolitan Police Service,E01000250,Barnet 001C,794,567,2,0.034,39.07
Metropolitan Police Service,E01001554,Enfield 037C,794,567,2,0.034,39.11
Metropolitan Police Service,E01034027,Ealing 015G,793,569,2,0.034,39.14
Metropolitan Police Service,E01002772,Islington 002F,790,570,2,0.034,39.17
Metropolitan Police Service,E01000090,Barking and Dagenham 020E,789,571,2,0.034,39.21
Metropolitan Police Service,E01003051,Lambeth 018C,789,571,2,0.034,39.24
Metropolitan Police Service,E01001010,Croydon 019D,788,573,2,0.034,39.27
Metropolitan Police Service,E01003093,Lambeth 010B,788,573,2,0.034,39.31
Metropolitan Police Service,E01001243,Ealing 024D,785,575,2,0.033,39.34
Metropolitan Police Service,E01002765,Islington 015D,785,575,2,0.033,39.38
Metropolitan Police Service,E01035696,Tower Hamlets 026E,784,577,2,0.033,39.41
Metropolitan Police Service,E01001246,Ealing 015D,782,578,2,0.033,39.44
Metropolitan Police Service,E01001932,Hammersmith and Fulham 011C,782,578,2,0.033,39.48
Metropolitan Police Service,E01003099,Lambeth 005B,782,578,2,0.033,39.51
Metropolitan Police Service,E01001439,Enfield 006A,781,581,2,0.033,39.54
Metropolitan Police Service,E01002472,Hillingdon 002A,781,581,2,0.033,39.58
Metropolitan Police Service,E01003940,Southwark 006B,781,581,2,0.033,39.61
Metropolitan Police Service,E01004286,Tower Hamlets 019C,780,584,2,0.033,39.64
Metropolitan Police Service,E01004652,Westminster 017A,780,584,2,0.033,39.68
Metropolitan Police Service,E01001250,Ealing 028B,778,586,2,0.033,39.71
Metropolitan Police Service,E01003186,Lambeth 007D,778,586,2,0.033,39.74
Metropolitan Police Service,E01002805,Islington 003B,777,588,2,0.033,39.77
Metropolitan Police Service,E01004588,Wandsworth 008E,777,588,2,0.033,39.81
Metropolitan Police Service,E01004732,Westminster 020B,777,588,2,0.033,39.84
Metropolitan Police Service,E01000087,Barking and Dagenham 020B,775,591,2,0.033,39.87
Metropolitan Police Service,E01000483,Brent 009D,775,591,2,0.033,39.91
Metropolitan Police Service,E01001225,Ealing 041A,774,593,2,0.033,39.94
Metropolitan Police Service,E01002592,Hounslow 022D,774,593,2,0.033,39.97
